0.01001	1.57935	0.849389
0.02002	1.5878	0.83938
0.03003	1.59615	0.829372
0.04004	1.60441	0.819366
0.0500501	1.61256	0.809363
0.0600601	1.62061	0.799364
0.0700701	1.62856	0.789368
0.0800801	1.63641	0.779377
0.0900901	1.64416	0.769392
0.1001	1.65182	0.759411
0.11011	1.65937	0.749437
0.12012	1.66682	0.73947
0.13013	1.67417	0.72951
0.14014	1.68142	0.719557
0.15015	1.68858	0.709612
0.16016	1.69563	0.699676
0.17017	1.70258	0.689748
0.18018	1.70944	0.67983
0.19019	1.71619	0.66992
0.2002	1.72285	0.660021
0.21021	1.72941	0.650131
0.22022	1.73587	0.640252
0.23023	1.74223	0.630384
0.24024	1.74849	0.620526
0.25025	1.75465	0.610679
0.26026	1.76071	0.600843
0.27027	1.76668	0.591019
0.28028	1.77254	0.581206
0.29029	1.77831	0.571405
0.3003	1.78398	0.561616
0.31031	1.78956	0.551838
0.32032	1.79503	0.542073
0.33033	1.80041	0.532319
0.34034	1.80569	0.522578
0.35035	1.81087	0.512849
0.36036	1.81596	0.503132
0.37037	1.82094	0.493428
0.38038	1.82584	0.483735
0.39039	1.83063	0.474055
0.4004	1.83533	0.464387
0.41041	1.83993	0.454732
0.42042	1.84443	0.445088
0.43043	1.84884	0.435456
0.44044	1.85315	0.425837
0.45045	1.85736	0.416229
0.46046	1.86148	0.406633
0.47047	1.8655	0.397049
0.48048	1.86943	0.387476
0.49049	1.87326	0.377915
0.500501	1.877	0.368365
0.510511	1.88063	0.358826
0.520521	1.88418	0.349298
0.530531	1.88763	0.339781
0.540541	1.89098	0.330275
0.550551	1.89424	0.320779
0.560561	1.8974	0.311293
0.570571	1.90047	0.301817
0.580581	1.90345	0.292351
0.590591	1.90633	0.282894
0.600601	1.90911	0.273447
0.610611	1.9118	0.264009
0.620621	1.9144	0.25458
0.630631	1.9169	0.245159
0.640641	1.9193	0.235747
0.650651	1.92162	0.226342
0.660661	1.92383	0.216946
0.670671	1.92596	0.207557
0.680681	1.92799	0.198175
0.690691	1.92993	0.1888
0.700701	1.93177	0.179432
0.710711	1.93352	0.170071
0.720721	1.93517	0.160715
0.730731	1.93674	0.151365
0.740741	1.9382	0.14202
0.750751	1.93958	0.132681
0.760761	1.94086	0.123346
0.770771	1.94205	0.114016
0.780781	1.94314	0.10469
0.790791	1.94415	0.0953677
0.800801	1.94505	0.086049
0.810811	1.94587	0.0767334
0.820821	1.94659	0.0674206
0.830831	1.94722	0.0581103
0.840841	1.94775	0.0488021
0.850851	1.94819	0.0394958
0.860861	1.94854	0.0301909
0.870871	1.9488	0.0208871
0.880881	1.94896	0.0115841
0.890891	1.94903	0.00228151
0.900901	1.94901	-0.00702099
0.910911	1.94889	-0.0163237
0.920921	1.94868	-0.0256271
0.930931	1.94838	-0.0349314
0.940941	1.94798	-0.044237
0.950951	1.94749	-0.0535442
0.960961	1.94691	-0.0628534
0.970971	1.94623	-0.072165
0.980981	1.94546	-0.0814791
0.990991	1.9446	-0.0907963
1.001	1.94365	-0.100117
1.01101	1.9426	-0.109441
1.02102	1.94146	-0.118769
1.03103	1.94022	-0.128101
1.04104	1.93889	-0.137439
1.05105	1.93747	-0.146781
1.06106	1.93595	-0.156128
1.07107	1.93434	-0.165481
1.08108	1.93264	-0.174839
1.09109	1.93084	-0.184204
1.1011	1.92895	-0.193576
1.11111	1.92697	-0.202954
1.12112	1.92489	-0.21234
1.13113	1.92272	-0.221732
1.14114	1.92045	-0.231133
1.15115	1.91809	-0.240541
1.16116	1.91563	-0.249958
1.17117	1.91308	-0.259383
1.18118	1.91044	-0.268816
1.19119	1.9077	-0.278259
1.2012	1.90487	-0.287711
1.21121	1.90194	-0.297172
1.22122	1.89892	-0.306643
1.23123	1.8958	-0.316124
1.24124	1.89259	-0.325615
1.25125	1.88928	-0.335117
1.26126	1.88588	-0.344629
1.27127	1.88239	-0.354151
1.28128	1.87879	-0.363685
1.29129	1.8751	-0.373229
1.3013	1.87132	-0.382785
1.31131	1.86744	-0.392352
1.32132	1.86347	-0.401931
1.33133	1.85939	-0.411521
1.34134	1.85523	-0.421123
1.35135	1.85096	-0.430736
1.36136	1.8466	-0.440362
1.37137	1.84215	-0.45
1.38138	1.83759	-0.45965
1.39139	1.83294	-0.469312
1.4014	1.8282	-0.478986
1.41141	1.82336	-0.488672
1.42142	1.81842	-0.498371
1.43143	1.81338	-0.508081
1.44144	1.80824	-0.517804
1.45145	1.80301	-0.52754
1.46146	1.79768	-0.537287
1.47147	1.79226	-0.547047
1.48148	1.78673	-0.556818
1.49149	1.78111	-0.566602
1.5015	1.77539	-0.576397
1.51151	1.76957	-0.586204
1.52152	1.76365	-0.596023
1.53153	1.75764	-0.605853
1.54154	1.75152	-0.615694
1.55155	1.74531	-0.625547
1.56156	1.739	-0.63541
1.57157	1.73259	-0.645284
1.58158	1.72608	-0.655169
1.59159	1.71947	-0.665063
1.6016	1.71277	-0.674968
1.61161	1.70596	-0.684882
1.62162	1.69905	-0.694805
1.63163	1.69205	-0.704737
1.64164	1.68494	-0.714678
1.65165	1.67774	-0.724627
1.66166	1.67044	-0.734583
1.67167	1.66303	-0.744547
1.68168	1.65553	-0.754518
1.69169	1.64793	-0.764495
1.7017	1.64023	-0.774479
1.71171	1.63242	-0.784467
1.72172	1.62452	-0.79446
1.73173	1.61652	-0.804458
1.74174	1.60842	-0.814459
1.75175	1.60021	-0.824464
1.76176	1.59191	-0.83447
1.77177	1.58351	-0.844479
1.78178	1.575	-0.854489
1.79179	1.5664	-0.864499
