0.00257173	4.4853	2.98342	5.98717
0.00652765	4.44986	2.95985	5.93987
0.0375838	4.1812	2.78115	5.58125
0.0386896	4.17194	2.77499	5.56888
0.0567658	4.02343	2.67621	5.37064
0.113065	3.59391	2.39051	4.79731
0.129079	3.48034	2.31497	4.64571
0.148029	3.35057	2.22865	4.47249
0.148532	3.34719	2.22641	4.46798
0.154791	3.30545	2.19864	4.41226
0.189924	3.08059	2.04908	4.11211
0.205353	2.98674	1.98665	3.98684
0.207252	2.97539	1.9791	3.97168
0.211216	2.95183	1.96343	3.94024
0.217716	2.91361	1.93801	3.88921
0.240111	2.78566	1.8529	3.71843
0.24443	2.76164	1.83692	3.68636
0.260872	2.67207	1.77735	3.5668
0.265946	2.64503	1.75936	3.5307
0.272374	2.61115	1.73682	3.48548
0.278661	2.57844	1.71506	3.44181
0.284335	2.54927	1.69566	3.40287
0.305185	2.44488	1.62623	3.26354
0.309057	2.42597	1.61365	3.2383
0.318953	2.37831	1.58195	3.17467
0.332314	2.31544	1.54013	3.09075
0.383063	2.0914	1.39111	2.7917
0.418826	1.94667	1.29484	2.5985
0.429189	1.90664	1.26821	2.54507
0.433836	1.88896	1.25645	2.52146
0.436642	1.87836	1.2494	2.50731
0.444686	1.8483	1.22941	2.46719
0.44822	1.83525	1.22073	2.44978
0.449845	1.82928	1.21676	2.4418
0.452554	1.81937	1.21017	2.42858
0.461615	1.78661	1.18838	2.38485
0.474324	1.74166	1.15847	2.32484
0.482507	1.71331	1.13962	2.287
0.483729	1.70912	1.13683	2.28141
0.500569	1.65237	1.09908	2.20565
0.501095	1.65063	1.09792	2.20333
0.503114	1.64396	1.09349	2.19443
0.511796	1.61558	1.07462	2.15655
0.521928	1.58309	1.053	2.11318
0.532828	1.54887	1.03024	2.0675
0.535198	1.54152	1.02535	2.05769
0.558867	1.47007	0.977825	1.96231
0.579916	1.40931	0.937412	1.88121
0.583636	1.39884	0.930446	1.86723
0.59331	1.37197	0.912571	1.83136
0.5947	1.36815	0.91003	1.82626
0.642069	1.24417	0.827569	1.66078
0.649633	1.22544	0.815112	1.63578
0.666721	1.18417	0.787655	1.58068
0.667223	1.18297	0.786862	1.57908
0.673941	1.16715	0.776334	1.55796
0.705171	1.0963	0.729208	1.46338
0.708495	1.08901	0.724364	1.45366
0.709043	1.08782	0.723568	1.45207
0.710407	1.08485	0.721592	1.4481
0.715825	1.07312	0.713795	1.43245
0.739553	1.02326	0.680628	1.36589
0.784795	0.934517	0.6216	1.24743
0.785283	0.933602	0.620991	1.24621
0.795354	0.914938	0.608576	1.2213
0.808296	0.891499	0.592986	1.19001
0.829511	0.854369	0.568289	1.14045
0.829839	0.853808	0.567916	1.1397
0.830343	0.852945	0.567341	1.13855
0.833156	0.848147	0.56415	1.13214
0.857618	0.807548	0.537146	1.07795
0.859158	0.805058	0.535489	1.07463
0.867891	0.791083	0.526194	1.05597
0.870963	0.786226	0.522963	1.04949
0.896721	0.746647	0.496637	0.996657
0.943132	0.680296	0.452503	0.908089
0.952953	0.667029	0.443679	0.89038
0.971096	0.643199	0.427827	0.85857
0.997478	0.610057	0.405783	0.81433
1.01238	0.592097	0.393837	0.790358
1.01995	0.58318	0.387906	0.778454
1.02741	0.574513	0.382141	0.766885
1.06972	0.527781	0.351057	0.704505
1.08685	0.509967	0.339208	0.680726
1.08741	0.509391	0.338825	0.679957
1.09384	0.50287	0.334487	0.671253
1.09392	0.502785	0.334431	0.67114
1.1075	0.489281	0.325448	0.653113
1.12292	0.474383	0.315539	0.633228
1.12492	0.47248	0.314273	0.630687
1.12552	0.471911	0.313895	0.629928
1.16181	0.438795	0.291867	0.585723
1.19062	0.414164	0.275483	0.552844
1.21165	0.397058	0.264105	0.53001
1.21811	0.391948	0.260707	0.52319
1.24097	0.374387	0.249026	0.499748
1.24191	0.373685	0.248559	0.498812
1.25412	0.364648	0.242548	0.486748
1.26144	0.359334	0.239013	0.479655
1.2892	0.339879	0.226072	0.453685
1.32535	0.316114	0.210265	0.421962
