#Tiempo	 Theta1 	 Theta2 	 P1 	 P2 	 x1 	 y1 	 x2 	 y2
0.0357036	1.56998	1.57107	-0.0535554	-0.0178518	0.5	-0.000409739	1.5	-0.000682899
0.0364036	1.56994	1.57108	-0.0546055	-0.0182018	0.5	-0.000425965	1.5	-0.000709942
0.0371037	1.56991	1.57109	-0.0556556	-0.0185519	0.5	-0.000442506	1.5	-0.00073751
0.0378038	1.56988	1.5711	-0.0567057	-0.0189019	0.5	-0.000459362	1.5	-0.000765603
0.0385039	1.56984	1.57111	-0.0577558	-0.0192519	0.5	-0.000476533	1.5	-0.000794221
0.0392039	1.56981	1.57113	-0.0588059	-0.019602	0.5	-0.000494019	1.5	-0.000823365
0.039904	1.56977	1.57114	-0.059856	-0.019952	0.5	-0.00051182	1.5	-0.000853033
0.0406041	1.56974	1.57115	-0.0609061	-0.020302	0.5	-0.000529936	1.5	-0.000883227
0.0413041	1.5697	1.57116	-0.0619562	-0.0206521	0.5	-0.000548367	1.5	-0.000913945
0.0420042	1.56966	1.57117	-0.0630063	-0.0210021	0.5	-0.000567113	1.5	-0.000945189
0.0427043	1.56962	1.57119	-0.0640564	-0.0213521	0.5	-0.000586174	1.5	-0.000976958
0.0434043	1.56959	1.5712	-0.0651065	-0.0217022	0.5	-0.000605551	1.5	-0.00100925
0.0441044	1.56955	1.57121	-0.0661566	-0.0220522	0.5	-0.000625242	1.5	-0.00104207
0.0448045	1.56951	1.57123	-0.0672067	-0.0224022	0.5	-0.000645248	1.5	-0.00107541
0.0455046	1.56947	1.57124	-0.0682568	-0.0227523	0.5	-0.00066557	1.5	-0.00110928
0.0462046	1.56942	1.57125	-0.0693069	-0.0231023	0.5	-0.000686207	1.5	-0.00114368
0.0469047	1.56938	1.57127	-0.070357	-0.0234523	0.499999	-0.000707158	1.5	-0.0011786
0.0476048	1.56934	1.57128	-0.0714071	-0.0238024	0.499999	-0.000728425	1.5	-0.00121404
0.0483048	1.5693	1.5713	-0.0724572	-0.0241524	0.499999	-0.000750007	1.5	-0.00125001
0.0490049	1.56925	1.57131	-0.0735073	-0.0245024	0.499999	-0.000771903	1.5	-0.00128651
0.049705	1.56921	1.57133	-0.0745575	-0.0248525	0.499999	-0.000794115	1.5	-0.00132353
0.050405	1.56916	1.57134	-0.0756076	-0.0252025	0.499999	-0.000816642	1.5	-0.00136107
0.0511051	1.56912	1.57136	-0.0766577	-0.0255525	0.499999	-0.000839484	1.5	-0.00139914
0.0518052	1.56907	1.57137	-0.0777078	-0.0259026	0.499999	-0.000862641	1.5	-0.00143774
0.0525053	1.56902	1.57139	-0.0787579	-0.0262526	0.499999	-0.000886113	1.5	-0.00147686
0.0532053	1.56898	1.5714	-0.079808	-0.0266026	0.499999	-0.0009099	1.5	-0.0015165
0.0539054	1.56893	1.57142	-0.0808581	-0.0269527	0.499999	-0.000934002	1.5	-0.00155667
0.0546055	1.56888	1.57144	-0.0819082	-0.0273027	0.499999	-0.00095842	1.5	-0.00159737
0.0553055	1.56883	1.57145	-0.0829583	-0.0276527	0.499999	-0.000983152	1.5	-0.00163859
0.0560056	1.56878	1.57147	-0.0840084	-0.0280028	0.499999	-0.0010082	1.5	-0.00168034
0.0567057	1.56873	1.57149	-0.0850585	-0.0283528	0.499999	-0.00103356	1.5	-0.00172261
0.0574057	1.56868	1.5715	-0.0861086	-0.0287028	0.499999	-0.00105924	1.5	-0.0017654
0.0581058	1.56863	1.57152	-0.0871587	-0.0290529	0.499999	-0.00108523	1.5	-0.00180872
0.0588059	1.56857	1.57154	-0.0882088	-0.0294029	0.499999	-0.00111154	1.5	-0.00185257
0.059506	1.56852	1.57156	-0.0892589	-0.0297529	0.499999	-0.00113816	1.5	-0.00189694
0.060206	1.56847	1.57157	-0.090309	-0.030103	0.499999	-0.0011651	1.5	-0.00194184
0.0609061	1.56841	1.57159	-0.0913591	-0.030453	0.499999	-0.00119235	1.5	-0.00198726
0.0616062	1.56836	1.57161	-0.0924092	-0.030803	0.499999	-0.00121992	1.5	-0.00203321
0.0623062	1.5683	1.57163	-0.0934593	-0.0311531	0.499998	-0.0012478	1.5	-0.00207968
0.0630063	1.56824	1.57165	-0.0945094	-0.0315031	0.499998	-0.001276	1.5	-0.00212667
0.0637064	1.56819	1.57167	-0.0955595	-0.0318531	0.499998	-0.00130451	1.5	-0.0021742
0.0644064	1.56813	1.57169	-0.0966096	-0.0322032	0.499998	-0.00133334	1.5	-0.00222224
0.0651065	1.56807	1.5717	-0.0976597	-0.0325532	0.499998	-0.00136248	1.5	-0.00227081
0.0658066	1.56801	1.57172	-0.0987099	-0.0329032	0.499998	-0.00139194	1.5	-0.00231991
0.0665067	1.56795	1.57174	-0.09976	-0.0332533	0.499998	-0.00142172	1.5	-0.00236953
0.0672067	1.56789	1.57176	-0.10081	-0.0336033	0.499998	-0.0014518	1.5	-0.00241968
