0	1.5708	-1.23592	1.76375
0.01001	1.55837	-1.24593	1.76375
0.02002	1.54585	-1.25594	1.76375
0.03003	1.53323	-1.26594	1.76375
0.04004	1.52051	-1.27594	1.76375
0.0500501	1.50769	-1.28594	1.76375
0.0600601	1.49476	-1.29592	1.76375
0.0700701	1.48174	-1.3059	1.76375
0.0800801	1.46862	-1.31586	1.76375
0.0900901	1.4554	-1.32581	1.76375
0.1001	1.44208	-1.33575	1.76375
0.11011	1.42866	-1.34567	1.76375
0.12012	1.41514	-1.35557	1.76375
0.13013	1.40152	-1.36544	1.76375
0.14014	1.3878	-1.3753	1.76375
0.15015	1.37398	-1.38513	1.76375
0.16016	1.36007	-1.39493	1.76375
0.17017	1.34606	-1.40471	1.76375
0.18018	1.33195	-1.41445	1.76375
0.19019	1.31774	-1.42416	1.76375
0.2002	1.30344	-1.43383	1.76375
0.21021	1.28904	-1.44347	1.76375
0.22022	1.27454	-1.45306	1.76375
0.23023	1.25995	-1.46261	1.76375
0.24024	1.24526	-1.47212	1.76375
0.25025	1.23047	-1.48158	1.76375
0.26026	1.2156	-1.49099	1.76375
0.27027	1.20062	-1.50035	1.76375
0.28028	1.18556	-1.50965	1.76375
0.29029	1.1704	-1.5189	1.76375
0.3003	1.15515	-1.52809	1.76375
0.31031	1.13981	-1.53722	1.76375
0.32032	1.12438	-1.54628	1.76375
0.33033	1.10885	-1.55527	1.76375
0.34034	1.09324	-1.5642	1.76375
0.35035	1.07754	-1.57305	1.76375
0.36036	1.06175	-1.58183	1.76375
0.37037	1.04587	-1.59053	1.76375
0.38038	1.02991	-1.59916	1.76375
0.39039	1.01386	-1.60769	1.76375
0.4004	0.99772	-1.61615	1.76375
0.41041	0.9815	-1.62452	1.76375
0.42042	0.965197	-1.63279	1.76375
0.43043	0.948812	-1.64097	1.76375
0.44044	0.932345	-1.64906	1.76375
0.45045	0.915798	-1.65705	1.76375
0.46046	0.899171	-1.66494	1.76375
0.47047	0.882466	-1.67272	1.76375
0.48048	0.865684	-1.6804	1.76375
0.49049	0.848825	-1.68797	1.76375
0.500501	0.831891	-1.69542	1.76375
0.510511	0.814883	-1.70276	1.76375
0.520521	0.797802	-1.70999	1.76375
0.530531	0.780649	-1.71709	1.76375
