0.01001	3.72615
0.02002	3.05578
0.03003	2.72015
0.04004	2.50375
0.0500501	2.34699
0.0600601	2.2254
0.0700701	2.12675
0.0800801	2.04406
0.0900901	1.97305
0.1001	1.9109
0.11011	1.85566
0.12012	1.80593
0.13013	1.76068
0.14014	1.71914
0.15015	1.68069
0.16016	1.64486
0.17017	1.61128
0.18018	1.57963
0.19019	1.54966
0.2002	1.52116
0.21021	1.49395
0.22022	1.46789
0.23023	1.44284
0.24024	1.41871
0.25025	1.39539
0.26026	1.37281
0.27027	1.35089
0.28028	1.32958
0.29029	1.30882
0.3003	1.28856
0.31031	1.26877
0.32032	1.2494
0.33033	1.23042
0.34034	1.21181
0.35035	1.19353
0.36036	1.17557
0.37037	1.1579
0.38038	1.14051
0.39039	1.12338
0.4004	1.10649
0.41041	1.08983
0.42042	1.07339
0.43043	1.05715
0.44044	1.04111
0.45045	1.02527
0.46046	1.0096
0.47047	0.99411
0.48048	0.978786
0.49049	0.963626
0.500501	0.948622
0.510511	0.933772
0.520521	0.919072
0.530531	0.904517
0.540541	0.890104
0.550551	0.875832
0.560561	0.861697
0.570571	0.847698
0.580581	0.833832
0.590591	0.820098
0.600601	0.806496
0.610611	0.793023
0.620621	0.779678
0.630631	0.766462
0.640641	0.753372
0.650651	0.74041
0.660661	0.727574
0.670671	0.714864
0.680681	0.70228
0.690691	0.689822
0.700701	0.67749
0.710711	0.665284
0.720721	0.653204
0.730731	0.64125
0.740741	0.629422
0.750751	0.617721
0.760761	0.606147
0.770771	0.5947
0.780781	0.583381
0.790791	0.572189
0.800801	0.561124
0.810811	0.550189
0.820821	0.539381
0.830831	0.528703
0.840841	0.518153
0.850851	0.507733
0.860861	0.497443
0.870871	0.487282
0.880881	0.477251
0.890891	0.46735
0.900901	0.457579
0.910911	0.447939
0.920921	0.438429
0.930931	0.429049
0.940941	0.4198
0.950951	0.410681
0.960961	0.401693
0.970971	0.392834
0.980981	0.384106
0.990991	0.375507
1.001	0.367038
1.01101	0.358699
1.02102	0.350488
1.03103	0.342407
1.04104	0.334453
1.05105	0.326628
1.06106	0.31893
1.07107	0.311359
1.08108	0.303914
1.09109	0.296595
1.1011	0.289401
1.11111	0.282332
1.12112	0.275387
1.13113	0.268565
1.14114	0.261865
1.15115	0.255287
1.16116	0.24883
1.17117	0.242492
1.18118	0.236274
1.19119	0.230173
1.2012	0.22419
1.21121	0.218323
1.22122	0.21257
1.23123	0.206932
1.24124	0.201407
1.25125	0.195994
1.26126	0.190692
1.27127	0.185499
1.28128	0.180414
1.29129	0.175437
1.3013	0.170566
1.31131	0.1658
1.32132	0.161137
1.33133	0.156577
1.34134	0.152117
1.35135	0.147758
1.36136	0.143497
1.37137	0.139333
1.38138	0.135264
1.39139	0.131291
1.4014	0.12741
1.41141	0.123621
1.42142	0.119922
1.43143	0.116313
1.44144	0.112791
1.45145	0.109355
1.46146	0.106004
1.47147	0.102736
1.48148	0.099551
1.49149	0.0964463
1.5015	0.0934209
1.51151	0.0904735
1.52152	0.0876026
1.53153	0.0848068
1.54154	0.0820848
1.55155	0.0794352
1.56156	0.0768566
1.57157	0.0743478
1.58158	0.0719072
1.59159	0.0695336
1.6016	0.0672257
1.61161	0.064982
1.62162	0.0628014
1.63163	0.0606824
1.64164	0.0586238
1.65165	0.0566243
1.66166	0.0546826
1.67167	0.0527974
1.68168	0.0509676
1.69169	0.0491918
1.7017	0.0474688
1.71171	0.0457975
1.72172	0.0441765
1.73173	0.0426049
1.74174	0.0410813
1.75175	0.0396046
1.76176	0.0381737
1.77177	0.0367875
1.78178	0.0354448
1.79179	0.0341446
1.8018	0.0328858
1.81181	0.0316673
1.82182	0.0304882
1.83183	0.0293473
1.84184	0.0282437
1.85185	0.0271763
1.86186	0.0261443
1.87187	0.0251467
1.88188	0.0241824
1.89189	0.0232507
1.9019	0.0223506
1.91191	0.0214811
1.92192	0.0206416
1.93193	0.019831
1.94194	0.0190486
1.95195	0.0182935
1.96196	0.0175649
1.97197	0.0168622
1.98198	0.0161844
1.99199	0.0155308
2.002	0.0149008
2.01201	0.0142936
2.02202	0.0137084
2.03203	0.0131447
2.04204	0.0126017
2.05205	0.0120788
2.06206	0.0115754
2.07207	0.0110908
2.08208	0.0106244
2.09209	0.0101757
2.1021	0.00974402
2.11211	0.00932886
2.12212	0.00892965
2.13213	0.00854586
2.14214	0.00817698
2.15215	0.00782251
2.16216	0.00748195
2.17217	0.00715482
2.18218	0.00684067
2.19219	0.00653904
2.2022	0.0062495
2.21221	0.00597161
2.22222	0.00570498
2.23223	0.00544918
2.24224	0.00520384
2.25225	0.00496858
2.26226	0.00474304
2.27227	0.00452685
2.28228	0.00431967
2.29229	0.00412117
2.3023	0.00393102
2.31231	0.00374892
2.32232	0.00357455
2.33233	0.00340764
2.34234	0.00324788
2.35235	0.003095
2.36236	0.00294875
2.37237	0.00280886
2.38238	0.00267508
2.39239	0.00254718
2.4024	0.00242492
2.41241	0.00230808
2.42242	0.00219643
2.43243	0.00208978
2.44244	0.00198792
2.45245	0.00189065
2.46246	0.00179779
2.47247	0.00170916
2.48248	0.00162458
2.49249	0.00154388
2.5025	0.0014669
2.51251	0.00139349
2.52252	0.00132349
2.53253	0.00125677
2.54254	0.00119317
2.55255	0.00113257
2.56256	0.00107484
2.57257	0.00101985
2.58258	0.00096748
2.59259	0.000917623
2.6026	0.000870163
2.61261	0.000824997
2.62262	0.000782022
2.63263	0.00074114
2.64264	0.000702257
2.65265	0.000665283
2.66266	0.000630133
2.67267	0.000596722
2.68268	0.000564972
2.69269	0.000534806
2.7027	0.000506152
2.71271	0.000478938
2.72272	0.000453099
2.73273	0.00042857
2.74274	0.000405288
2.75275	0.000383197
2.76276	0.000362238
2.77277	0.000342358
2.78278	0.000323505
2.79279	0.000305631
2.8028	0.000288687
2.81281	0.000272629
2.82282	0.000257414
2.83283	0.000243
2.84284	0.000229348
2.85285	0.00021642
2.86286	0.000204181
2.87287	0.000192596
2.88288	0.000181632
2.89289	0.000171259
2.9029	0.000161447
2.91291	0.000152167
2.92292	0.000143392
2.93293	0.000135096
2.94294	0.000127255
2.95295	0.000119846
2.96296	0.000112846
2.97297	0.000106233
2.98298	9.99889e-05
2.99299	9.40929e-05
3.003	8.85271e-05
3.01301	8.32741e-05
3.02302	7.83173e-05
3.03303	7.36411e-05
3.04304	6.92304e-05
3.05305	6.50711e-05
3.06306	6.11495e-05
3.07307	5.7453e-05
3.08308	5.39693e-05
3.09309	5.06868e-05
3.1031	4.75945e-05
3.11311	4.46821e-05
3.12312	4.19396e-05
3.13313	3.93577e-05
3.14314	3.69274e-05
3.15315	3.46404e-05
3.16316	3.24886e-05
3.17317	3.04644e-05
3.18318	2.85607e-05
3.19319	2.67707e-05
3.2032	2.50879e-05
3.21321	2.35062e-05
3.22322	2.20199e-05
3.23323	2.06235e-05
3.24324	1.93119e-05
3.25325	1.80801e-05
3.26326	1.69235e-05
3.27327	1.58377e-05
3.28328	1.48187e-05
3.29329	1.38625e-05
3.3033	1.29655e-05
3.31331	1.21241e-05
3.32332	1.13351e-05
3.33333	1.05953e-05
3.34334	9.9018e-06
3.35335	9.2519e-06
3.36336	8.64294e-06
3.37337	8.07246e-06
3.38338	7.53815e-06
3.39339	7.03781e-06
3.4034	6.56938e-06
3.41341	6.13092e-06
3.42342	5.72058e-06
3.43343	5.33666e-06
3.44344	4.97751e-06
3.45345	4.64162e-06
3.46346	4.32753e-06
3.47347	4.0339e-06
3.48348	3.75945e-06
3.49349	3.50298e-06
3.5035	3.26335e-06
3.51351	3.03952e-06
3.52352	2.83048e-06
3.53353	2.63529e-06
3.54354	2.45308e-06
3.55355	2.28301e-06
3.56356	2.12432e-06
3.57357	1.97626e-06
3.58358	1.83816e-06
3.59359	1.70937e-06
3.6036	1.58929e-06
3.61361	1.47735e-06
3.62362	1.37302e-06
3.63363	1.27581e-06
3.64364	1.18524e-06
3.65365	1.10089e-06
3.66366	1.02234e-06
3.67367	9.49199e-07
3.68368	8.8112e-07
3.69369	8.17762e-07
3.7037	7.58809e-07
3.71371	7.03966e-07
3.72372	6.52957e-07
3.73373	6.05525e-07
3.74374	5.61427e-07
3.75375	5.20437e-07
3.76376	4.82344e-07
3.77377	4.4695e-07
3.78378	4.14072e-07
3.79379	3.83536e-07
3.8038	3.55181e-07
3.81381	3.28857e-07
3.82382	3.04424e-07
3.83383	2.81751e-07
3.84384	2.60714e-07
3.85385	2.412e-07
3.86386	2.23102e-07
3.87387	2.06322e-07
3.88388	1.90765e-07
3.89389	1.76347e-07
3.9039	1.62986e-07
3.91391	1.50607e-07
3.92392	1.39141e-07
3.93393	1.28522e-07
3.94394	1.18691e-07
3.95395	1.09589e-07
3.96396	1.01165e-07
3.97397	9.33707e-08
3.98398	8.61594e-08
3.99399	7.94893e-08
4.004	7.33211e-08
4.01401	6.7618e-08
4.02402	6.23461e-08
4.03403	5.74739e-08
4.04404	5.29719e-08
4.05405	4.88128e-08
4.06406	4.49713e-08
4.07407	4.1424e-08
4.08408	3.81488e-08
4.09409	3.51257e-08
4.1041	3.23357e-08
4.11411	2.97613e-08
4.12412	2.73865e-08
4.13413	2.51962e-08
4.14414	2.31764e-08
4.15415	2.13144e-08
4.16416	1.9598e-08
4.17417	1.80162e-08
4.18418	1.65589e-08
4.19419	1.52164e-08
4.2042	1.39799e-08
4.21421	1.28414e-08
4.22422	1.17933e-08
4.23423	1.08285e-08
4.24424	9.94071e-09
4.25425	9.12388e-09
4.26426	8.37251e-09
4.27427	7.68148e-09
4.28428	7.04609e-09
4.29429	6.46197e-09
4.3043	5.9251e-09
4.31431	5.43175e-09
4.32432	4.97849e-09
4.33433	4.56214e-09
4.34434	4.17978e-09
4.35435	3.82871e-09
4.36436	3.50643e-09
4.37437	3.21063e-09
4.38438	2.93921e-09
4.39439	2.69019e-09
4.4044	2.46178e-09
4.41441	2.25232e-09
4.42442	2.06027e-09
4.43443	1.88422e-09
4.44444	1.72287e-09
4.45445	1.57503e-09
4.46446	1.43958e-09
4.47447	1.31552e-09
4.48448	1.20191e-09
4.49449	1.0979e-09
4.5045	1.00269e-09
4.51451	9.15549e-10
4.52452	8.35817e-10
4.53453	7.62877e-10
4.54454	6.96164e-10
4.55455	6.35158e-10
4.56456	5.79384e-10
4.57457	5.28401e-10
4.58458	4.81809e-10
4.59459	4.39238e-10
4.6046	4.00349e-10
4.61461	3.6483e-10
4.62462	3.32396e-10
4.63463	3.02785e-10
4.64464	2.75757e-10
4.65465	2.51092e-10
4.66466	2.28588e-10
4.67467	2.08059e-10
4.68468	1.89336e-10
4.69469	1.72263e-10
4.7047	1.56699e-10
4.71471	1.42513e-10
4.72472	1.29585e-10
4.73473	1.17807e-10
4.74474	1.07077e-10
4.75475	9.73058e-11
4.76476	8.84084e-11
4.77477	8.03086e-11
4.78478	7.29363e-11
4.79479	6.62276e-11
4.8048	6.01241e-11
4.81481	5.45721e-11
4.82482	4.9523e-11
4.83483	4.4932e-11
4.84484	4.07586e-11
4.85485	3.69654e-11
4.86486	3.35186e-11
4.87487	3.03871e-11
4.88488	2.75427e-11
4.89489	2.49595e-11
4.9049	2.26142e-11
4.91491	2.04851e-11
4.92492	1.85528e-11
4.93493	1.67994e-11
4.94494	1.52087e-11
4.95495	1.37658e-11
4.96496	1.24574e-11
4.97497	1.12711e-11
4.98498	1.01957e-11
4.99499	9.22109e-12
5.00501	8.33798e-12
5.01502	7.53794e-12
