0.0176018	1	2.17107e-06	460603	7.45718e+11	-5.26997e+12	1.5708	1.5708	0	0
0.0121012	1	2.06362e-06	484586	3.54621	7.51333	1.5708	1.5708	0	0
0.0110011	1	1.77214e-06	564291	-6.25391e+07	1.40272e+08	1.5708	1.5708	0	0
0.00990099	1	1.68443e-06	593673	513172	2.69138e+06	1.5708	1.5708	0	0
0.00550055	1	1.60106e-06	624584	-3.33801	-6.37518	1.5708	1.5708	0	0
0.00440044	1	1.52183e-06	657106	-5.14733	-2.56067	1.5708	1.5708	0	0
0.0121012	1	1.37492e-06	727317	4.47629	-1.06792	1.5708	1.5708	0	0
0.00440044	1	1.30687e-06	765187	-3.17754	-5.93657	1.5708	1.5708	0	0
0.00440044	1	1.24219e-06	805029	6931.78	34269.7	1.5708	1.5708	0	0
0.00330033	1	1.18071e-06	846946	9.39252	-36.569	1.5708	1.5708	0	0
0.00330033	1	1.12228e-06	891045	-4.75101	-3.20987	1.5708	1.5708	0	0
0.00330033	1	1.06673e-06	937441	-7.58336	-2.11883	1.5708	1.5708	0	0
0.00440044	1	1.01394e-06	986252	4.24897e+07	-1.25831e+08	1.5708	1.5708	0	0
0.00550055	1	9.63758e-07	1.03761e+06	3.36945e+14	-7.42062e+14	1.5708	1.5708	0	0
0.00330033	1	9.1606e-07	1.09163e+06	3.20116	-25.7193	1.5708	1.5708	0	0
0.00330033	1	8.70722e-07	1.14847e+06	-20.6812	99.1983	1.5708	1.5708	0	0
0.00440044	1	8.27629e-07	1.20827e+06	-3.58846	-6.6547	1.5708	1.5708	0	0
0.00330033	1	7.86668e-07	1.27118e+06	4041.75	-9918.87	1.5708	1.5708	0	0
0.00330033	1	7.47735e-07	1.33737e+06	16223.8	-37947.1	1.5708	1.5708	0	0
0.00330033	1	7.10728e-07	1.40701e+06	-6.21657	-283.965	1.5708	1.5708	0	0
0.00330033	1	6.75553e-07	1.48027e+06	-3.34134	-0.663656	1.5708	1.5708	0	0
0.00330033	1	6.42119e-07	1.55734e+06	-3.83613	-1.83945	1.5708	1.5708	0	0
0.00440044	1	6.10339e-07	1.63843e+06	25560.1	-60578.9	1.5708	1.5708	0	0
0.00990099	1	5.80132e-07	1.72374e+06	-11.502	19.8469	1.5708	1.5708	0	0
0.00660066	1	5.51421e-07	1.8135e+06	10.2196	-12.1275	1.5708	1.5708	0	0
0.00660066	1	5.2413e-07	1.90792e+06	-2.03452e+06	1.62e+07	1.5708	1.5708	0	0
0.00330033	1	4.9819e-07	2.00727e+06	-7.10759	-3.70886	1.5708	1.5708	0	0
0.00330033	1	4.73533e-07	2.11178e+06	-3.07003e+06	9.51566e+06	1.5708	1.5708	0	0
0.00330033	1	4.50098e-07	2.22174e+06	-893.111	5253.55	1.5708	1.5708	0	0
0.00220022	1	4.27821e-07	2.33742e+06	69.8362	-161.325	1.5708	1.5708	0	0
0.00220022	1	4.06648e-07	2.45913e+06	-5.0535	-51.4368	1.5708	1.5708	0	0
0.00330033	1	3.86522e-07	2.58717e+06	-2.81703e+08	1.6766e+09	1.5708	1.5708	0	0
0.00220022	1	3.67392e-07	2.72188e+06	-6869.65	97448.9	1.5708	1.5708	0	0
0.00220022	1	3.4921e-07	2.86361e+06	-20.8272	-126.402	1.5708	1.5708	0	0
0.00220022	1	3.31927e-07	3.01271e+06	1.79251e+07	-4.12156e+07	1.5708	1.5708	0	0
0.00220022	1	3.15499e-07	3.16958e+06	-32459.4	-180475	1.5708	1.5708	0	0
0.00220022	1	2.99884e-07	3.33462e+06	3401.91	-31301.2	1.5708	1.5708	0	0
0.00220022	1	2.85043e-07	3.50825e+06	17686.5	-48929.3	1.5708	1.5708	0	0
0.00220022	1	2.70935e-07	3.69092e+06	24957.2	-55159.3	1.5708	1.5708	0	0
0.00220022	1	2.57526e-07	3.8831e+06	-3.55654	99.3883	1.5708	1.5708	0	0
0.00220022	1	2.44781e-07	4.08529e+06	5.51513e+07	-1.5661e+08	1.5708	1.5708	0	0
0.00110011	1	2.32666e-07	4.298e+06	-3.30823	-12.9465	1.5708	1.5708	0	0
0.00220022	1	2.21151e-07	4.52179e+06	4.13622e+12	-1.29441e+13	1.5708	1.5708	0	0
0.00110011	1	2.10206e-07	4.75724e+06	8.36303	-27.4598	1.5708	1.5708	0	0
0.00110011	1	1.99803e-07	5.00494e+06	13.707	-40.6343	1.5708	1.5708	0	0
0.00220022	1	1.89914e-07	5.26554e+06	5.96072e+10	-1.98742e+11	1.5708	1.5708	0	0
0.00110011	1	1.80515e-07	5.53971e+06	-3.31762	-23.143	1.5708	1.5708	0	0
0.00110011	1	1.71581e-07	5.82815e+06	4.76228	-27.5383	1.5708	1.5708	0	0
0.00110011	1	1.63089e-07	6.13162e+06	-6.6265	-1.71092	1.5708	1.5708	0	0
0.00110011	1	1.55018e-07	6.45088e+06	-28.3943	46.4453	1.5708	1.5708	0	0
0.00110011	1	1.47345e-07	6.78677e+06	-14.9588	27.741	1.5708	1.5708	0	0
0.00110011	1	1.40053e-07	7.14015e+06	6.68915	42.5073	1.5708	1.5708	0	0
0.00110011	1	1.33122e-07	7.51193e+06	-10.8311	26.3803	1.5708	1.5708	0	0
0.00110011	1	1.26533e-07	7.90307e+06	-30.9251	61.3268	1.5708	1.5708	0	0
0.00110011	1	1.20271e-07	8.31457e+06	-4.56529	16.7957	1.5708	1.5708	0	0
0.00110011	1	1.14318e-07	8.7475e+06	4.93734	25.3761	1.5708	1.5708	0	0
0.00110011	1	1.08661e-07	9.20297e+06	-3.35659	10.4774	1.5708	1.5708	0	0
0.00110011	1	1.03283e-07	9.68215e+06	-9.79598	18.1538	1.5708	1.5708	0	0
0.00220022	1	9.81712e-08	1.01863e+07	3.54073e+07	-8.48626e+07	1.5708	1.5708	0	0
0.00220022	1	9.33125e-08	1.07167e+07	-3.46798e+08	-2.18706e+09	1.5708	1.5708	0	0
0.00220022	1	8.86943e-08	1.12747e+07	-912.643	9997.12	1.5708	1.5708	0	0
0.00110011	1	8.43047e-08	1.18617e+07	-3.41182	1.26148	1.5708	1.5708	0	0
0.00110011	1	8.01323e-08	1.24794e+07	-6.77005	7.39521	1.5708	1.5708	0	0
0.00110011	1	7.61664e-08	1.31291e+07	-5.82208	1.88794	1.5708	1.5708	0	0
0.00110011	1	7.23968e-08	1.38128e+07	-8.4269	-9.9221	1.5708	1.5708	0	0
