10.747	1	0.138766	7.20635	0.509964	-9.42596	1.5708	1.5708	0	0
10.4785	1	0.131899	7.58158	0.508253	-9.43294	1.5708	1.5708	0	0
10.2156	1	0.125371	7.97634	0.508913	-9.43025	1.5708	1.5708	0	0
9.9593	1	0.119166	8.39166	0.509567	-9.42758	1.5708	1.5708	0	0
9.70957	1	0.113268	8.8286	0.509872	-9.42634	1.5708	1.5708	0	0
9.46645	1	0.107662	9.28829	0.509454	-9.42804	1.5708	1.5708	0	0
9.22992	1	0.102334	9.77192	0.50792	-9.4343	1.5708	1.5708	0	0
8.9978	1	0.0972693	10.2807	0.509759	-9.4268	1.5708	1.5708	0	0
8.77228	1	0.0924553	10.816	0.509849	-9.42643	1.5708	1.5708	0	0
8.55336	1	0.0878795	11.3792	0.507709	-9.43517	1.5708	1.5708	0	0
8.33883	1	0.0835302	11.9717	0.508132	-9.43344	1.5708	1.5708	0	0
8.12981	1	0.0793962	12.5951	0.508258	-9.43293	1.5708	1.5708	0	0
7.92629	1	0.0754667	13.2509	0.507722	-9.43512	1.5708	1.5708	0	0
7.72717	1	0.0717317	13.9408	0.508991	-9.42993	1.5708	1.5708	0	0
7.53355	1	0.0681816	14.6667	0.508931	-9.43018	1.5708	1.5708	0	0
7.34433	1	0.0648072	15.4304	0.510109	-9.42538	1.5708	1.5708	0	0
7.16062	1	0.0615998	16.2338	0.509181	-9.42916	1.5708	1.5708	0	0
6.9813	1	0.0585511	17.0791	0.508818	-9.43064	1.5708	1.5708	0	0
6.80638	1	0.0556533	17.9684	0.508721	-9.43103	1.5708	1.5708	0	0
6.63586	1	0.0528989	18.904	0.50857	-9.43165	1.5708	1.5708	0	0
6.46975	1	0.0502809	19.8883	0.50802	-9.4339	1.5708	1.5708	0	0
6.30693	1	0.0477924	20.9238	0.510207	-9.42498	1.5708	1.5708	0	0
6.14961	1	0.0454271	22.0133	0.507802	-9.43479	1.5708	1.5708	0	0
5.9956	1	0.0431788	23.1595	0.507491	-9.43606	1.5708	1.5708	0	0
5.84488	1	0.0410418	24.3654	0.509093	-9.42952	1.5708	1.5708	0	0
5.69857	1	0.0390106	25.6341	0.508538	-9.43178	1.5708	1.5708	0	0
5.55556	1	0.0370799	26.9688	0.509294	-9.4287	1.5708	1.5708	0	0
5.41694	1	0.0352447	28.373	0.507043	-9.4379	1.5708	1.5708	0	0
5.28053	1	0.0335004	29.8504	0.509575	-9.42755	1.5708	1.5708	0	0
5.14851	1	0.0318424	31.4047	0.50834	-9.43259	1.5708	1.5708	0	0
5.0198	1	0.0302665	33.0399	0.507109	-9.43763	1.5708	1.5708	0	0
4.89329	1	0.0287685	34.7602	0.510054	-9.4256	1.5708	1.5708	0	0
4.77118	1	0.0273447	36.5701	0.507891	-9.43443	1.5708	1.5708	0	0
4.65127	1	0.0259914	38.4743	0.509391	-9.42831	1.5708	1.5708	0	0
4.53465	1	0.024705	40.4776	0.50962	-9.42737	1.5708	1.5708	0	0
4.42134	1	0.0234823	42.5852	0.508135	-9.43344	1.5708	1.5708	0	0
4.31023	1	0.0223202	44.8025	0.509595	-9.42748	1.5708	1.5708	0	0
4.20242	1	0.0212155	47.1353	0.508623	-9.43144	1.5708	1.5708	0	0
4.09681	1	0.0201655	49.5896	0.51009	-9.42546	1.5708	1.5708	0	0
3.9945	1	0.0191675	52.1717	0.5083	-9.43277	1.5708	1.5708	0	0
3.89439	1	0.0182189	54.8882	0.508343	-9.43259	1.5708	1.5708	0	0
3.79648	1	0.0173172	57.7462	0.510024	-9.42574	1.5708	1.5708	0	0
3.70187	1	0.0164601	60.7529	0.507148	-9.43748	1.5708	1.5708	0	0
3.60946	1	0.0156455	63.9162	0.505162	-9.44564	1.5708	1.5708	0	0
3.51815	1	0.0148712	67.2443	0.51004	-9.42567	1.5708	1.5708	0	0
3.43014	1	0.0141352	70.7456	0.509126	-9.4294	1.5708	1.5708	0	0
3.34433	1	0.0134356	74.4292	0.508222	-9.43309	1.5708	1.5708	0	0
3.26073	1	0.0127706	78.3047	0.506992	-9.43813	1.5708	1.5708	0	0
3.17932	1	0.0121386	82.3819	0.505077	-9.446	1.5708	1.5708	0	0
3.09901	1	0.0115378	86.6714	0.509175	-9.42921	1.5708	1.5708	0	0
3.022	1	0.0109668	91.1843	0.504852	-9.44693	1.5708	1.5708	0	0
2.94609	1	0.010424	95.9321	0.506045	-9.44203	1.5708	1.5708	0	0
